RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Cat_Geography_France,Cat_Geography_Germany,Cat_Geography_Spain
4917,15613816,Mao,148,0,21,6,182,0,0,1,2950,0,0,0,1
4918,15681991,Walsh,151,1,14,7,2182,0,1,0,6279,0,1,0,0
4919,15796074,Bruno,326,0,18,2,1544,1,1,0,4729,1,1,0,0
4920,15625941,Gray,291,0,32,10,3923,0,1,1,5114,0,0,0,1
4921,15615016,Maurer,124,1,15,2,0,1,1,1,6821,0,1,0,0
4922,15748414,Chiang,135,0,15,8,2754,1,1,0,5529,1,0,0,1
4923,15751203,Cattaneo,311,1,8,5,118,1,1,1,5010,1,1,0,0
4924,15662658,Grieve,260,1,16,2,1002,1,0,0,9673,0,0,1,0
4925,15574868,Lowell,401,1,18,5,2849,1,0,0,102,0,0,1,0
4926,15790282,Trentino,426,1,40,3,2722,1,1,1,2096,0,0,1,0
4927,15762927,Sung,283,0,18,6,1636,0,1,0,9116,0,0,1,0
4928,15803456,Yen,250,0,22,9,0,0,0,0,7613,1,1,0,0
4929,15771857,Philipp,122,1,21,7,945,1,1,1,7376,0,0,0,1
4930,15700601,Dynon,170,1,16,1,536,0,1,1,608,0,1,0,0
4931,15569670,Alexeyeva,236,1,12,6,2559,0,1,1,5918,0,0,1,0
4932,15772341,Hs?eh,291,1,63,6,3382,0,1,1,2490,0,0,1,0
4933,15661548,Ferri,292,0,11,0,5748,0,0,0,6510,0,1,0,0
4934,15787597,Hsu,29,0,13,1,2231,1,1,1,504,0,0,1,0
4935,15806913,Bishop,279,0,36,2,1269,0,1,1,3136,0,1,0,0
4936,15804862,Toscani,114,1,25,6,3829,0,0,0,6903,0,0,1,0
4937,15792986,T'ao,189,1,6,1,4391,0,1,0,856,1,0,1,0
4938,15625632,Philip,186,1,18,3,3283,1,0,1,7222,0,1,0,0
4939,15727703,Li Fonti,382,1,16,10,3815,0,0,0,1813,0,0,1,0
4940,15606273,Rene,225,1,19,5,5085,1,0,0,7759,1,1,0,0
4941,15799652,Daigle,372,0,20,0,5538,1,0,0,1564,0,1,0,0
4942,15715047,Joshua,249,1,25,9,6116,0,1,0,9543,1,0,0,1
4943,15784687,Simmons,201,1,18,1,3776,0,0,0,9001,0,1,0,0
4944,15615322,Jamieson,137,1,25,7,1408,1,1,1,7996,0,0,0,1
4945,15722072,Hou,239,1,35,5,4695,0,0,1,5717,0,1,0,0
4946,15646784,Cochran,138,0,13,2,5911,1,1,1,3020,0,1,0,0
4947,15644692,Bibb,155,0,29,8,0,0,1,1,3301,1,1,0,0
4948,15670354,Jen,362,0,44,6,0,1,1,1,6839,0,1,0,0
4949,15716357,Corran,381,0,21,4,3427,1,1,1,7055,0,0,0,1
4950,15786717,He,176,1,18,1,0,1,0,0,420,0,1,0,0
4951,15771383,Loggia,237,0,27,6,97,0,1,0,5758,0,0,1,0
4952,15649793,Lovely,267,1,2,7,0,1,0,0,9370,0,1,0,0
4953,15731543,Becker,288,1,40,9,2314,0,1,1,203,0,0,0,1
4954,15684516,Plascencia,238,1,16,1,3286,0,0,0,5981,0,0,0,1
4955,15677249,Somadina,340,1,24,9,1653,0,1,1,9601,0,0,0,1
4956,15581525,Walker,384,1,15,3,729,1,1,0,6466,0,0,1,0
4957,15628420,Alekseeva,269,1,15,2,601,0,0,0,7560,0,0,0,1
4958,15600478,Watson,361,1,21,3,0,0,1,0,9405,0,1,0,0
4959,15594502,Zotov,264,1,19,6,2296,1,1,0,95,0,1,0,0
4960,15784361,Williamson,152,0,28,5,4856,0,1,1,4250,0,0,0,1
4961,15767626,Carpenter,420,1,24,10,0,1,1,1,201,0,1,0,0
4962,15632521,Cattaneo,298,1,27,0,4115,1,1,0,7584,0,0,1,0
4963,15665088,Gordon,140,0,24,2,0,1,0,1,4521,0,1,0,0
4964,15652084,Boni,124,1,22,0,2332,0,1,1,8298,0,1,0,0
4965,15574761,Lynch,75,0,23,3,14,1,1,0,8957,1,1,0,0
4966,15729515,McCarthy,391,1,18,1,5354,1,1,1,9768,0,1,0,0
4967,15682070,Davies,220,1,46,9,0,1,1,1,2609,0,1,0,0
4968,15743817,Hargreaves,230,1,22,8,6130,2,1,0,8612,1,0,1,0
4969,15572158,Blackburn,213,1,23,3,0,0,0,0,593,0,0,0,1
4970,15584477,K?,264,0,17,1,2068,0,1,1,4128,0,0,0,1
4971,15614893,Meng,298,1,20,2,0,0,1,1,4117,0,0,0,1
4972,15665963,Cattaneo,290,1,12,2,3955,0,1,1,9042,0,0,0,1
4973,15612524,Hunt,252,1,23,2,3905,0,1,0,8606,0,0,1,0
4974,15596962,Owens,226,0,6,4,4620,1,1,1,4554,0,1,0,0
4975,15744942,Steele,247,0,37,2,5674,0,0,1,5471,1,0,0,1
4976,15573278,Kennedy,352,1,21,6,0,1,1,0,2162,0,1,0,0
4977,15717056,Pan,437,0,7,7,5095,0,1,0,5849,0,0,1,0
4978,15795881,Alexander,385,1,17,8,2064,0,1,1,7457,0,0,0,1
4979,15758939,Bray,149,1,17,7,3900,0,0,1,4202,0,0,1,0
4980,15792250,Nnabuife,225,0,27,4,3453,0,1,1,3066,0,0,1,0
4981,15740406,Padovesi,237,1,20,10,2650,0,1,0,2243,1,0,1,0
4982,15768137,Bray,276,0,5,6,4547,1,0,0,8467,1,0,0,1
4983,15569120,Lucas,224,1,12,7,0,1,1,1,7817,0,1,0,0
4984,15723721,Tinline,152,1,12,4,4883,0,1,0,7878,0,1,0,0
4985,15777122,Esomchi,162,0,13,4,0,1,1,1,4456,0,1,0,0
4986,15742681,Liao,163,1,8,4,3317,0,1,1,430,0,0,1,0
4987,15582090,Iroawuchi,293,0,18,4,0,0,1,0,5878,0,0,0,1
4988,15711254,Retana,61,0,17,7,0,1,1,0,8215,0,1,0,0
4989,15775067,Fang,215,1,29,3,1164,1,0,1,6910,1,1,0,0
4990,15602851,Ozioma,238,1,22,9,0,0,1,0,4,0,1,0,0
4991,15802857,Robson,268,0,15,8,2821,0,0,1,84,0,0,0,1
4992,15701175,Bruno,102,0,15,8,1027,0,1,1,2945,0,1,0,0
4993,15783019,Price,403,0,44,9,3525,2,1,0,8669,1,1,0,0
4994,15728912,Swanson,163,0,26,6,1108,0,1,0,6324,0,1,0,0
4995,15585580,Chang,405,0,34,9,5995,0,1,1,3107,1,0,1,0
4996,15583480,Morgan,416,0,18,4,0,1,0,1,7387,0,1,0,0
4997,15620341,Nwebube,109,1,26,9,5825,1,1,0,9797,0,0,1,0
4998,15613886,Trevisan,331,1,25,1,0,0,1,0,2178,1,0,0,1
4999,15792916,Ositadimma,168,0,22,7,5102,0,1,1,926,0,0,0,1
5000,15710408,Cunningham,193,0,20,3,0,1,1,1,241,0,0,0,1
5001,15598695,Fields,443,0,50,9,4114,1,0,1,4653,0,0,1,0
5002,15649354,Johnston,363,1,17,4,0,1,1,1,489,0,0,0,1
5003,15737556,Vasilyev,199,1,25,7,626,1,1,1,9140,1,1,0,0
5004,15671610,Hooper,349,1,18,7,0,0,1,1,661,0,1,0,0
5005,15625092,Colombo,111,0,39,3,1684,0,1,0,2131,1,0,1,0
5006,15741032,Tsao,342,1,30,5,0,0,0,1,5907,0,1,0,0
5007,15750014,Chikere,364,0,19,0,2683,1,1,1,5893,0,0,1,0
5008,15784761,Ballard,163,0,28,7,880,2,0,1,4862,1,0,0,1
5009,15768359,Akhtar,143,1,18,4,3204,0,1,0,1785,0,1,0,0
5010,15805769,O'Loughlin,265,1,15,4,0,1,1,0,5854,0,0,0,1
5011,15719508,Davis,184,1,31,7,3296,3,1,1,8396,1,0,1,0
5012,15609011,Barry,89,1,29,8,441,0,1,0,1260,1,0,0,1
5013,15703106,K'ung,184,1,22,5,0,1,1,1,6145,0,1,0,0
5014,15626795,Gorman,281,0,22,3,0,0,1,0,5666,1,1,0,0
5015,15773731,John,367,0,17,5,0,1,0,0,5005,0,0,0,1
5016,15756196,Tsou,291,1,32,6,3362,1,0,1,6227,0,1,0,0
5017,15687903,Okonkwo,110,0,11,8,0,1,1,0,5645,0,1,0,0
5018,15777599,Esposito,355,1,16,6,4947,1,1,1,9189,0,0,1,0
5019,15754577,Boni,165,0,33,8,170,0,1,0,9933,1,1,0,0
5020,15584113,Pratt,432,0,35,4,3646,0,0,1,6585,1,0,1,0
5021,15669589,Page,100,0,50,1,1237,0,0,1,5839,1,0,1,0
5022,15632793,Wilkinson,247,0,11,9,1834,0,1,1,763,0,1,0,0
5023,15711130,Tseng,343,1,27,2,0,1,1,0,4970,0,1,0,0
5024,15615254,Clark,164,1,22,10,41,0,1,0,8513,0,1,0,0
5025,15720583,Finch,354,0,26,0,3168,0,1,1,1677,1,0,1,0
5026,15780432,Shen,337,1,19,3,3446,1,0,0,5371,1,1,0,0
5027,15673223,Hou,235,1,26,10,0,1,0,0,8222,0,1,0,0
5028,15807989,Wall,290,1,19,8,386,1,1,1,1228,0,0,1,0
5029,15761168,Manna,87,0,20,4,6101,0,1,0,2538,1,1,0,0
5030,15651272,Reyes,318,1,20,5,0,1,1,1,4061,0,1,0,0
5031,15812832,Jideofor,171,1,15,8,1123,1,1,0,77,0,0,1,0
5032,15680517,Sal,378,0,16,7,4614,0,1,1,3537,1,0,1,0
5033,15750569,Iweobiegbunam,293,0,28,3,1794,1,1,0,7729,0,0,1,0
5034,15690743,Shao,145,0,43,8,232,0,1,1,3180,1,1,0,0
5035,15627741,Heath,240,0,11,2,1359,1,1,1,1544,0,0,1,0
5036,15712121,Chidimma,266,1,16,5,5641,0,1,0,1369,0,0,0,1
5037,15805429,Murray,308,1,41,3,2099,0,0,1,8175,0,0,1,0
5038,15814923,Sullivan,215,1,20,7,3973,0,1,1,9685,0,0,0,1
5039,15589230,Wu,221,0,45,2,3774,0,0,1,7413,0,1,0,0
5040,15775490,Downie,269,0,20,5,2407,1,1,0,9778,0,1,0,0
5041,15749727,Chukwufumnanya,438,1,32,7,0,1,0,1,8938,0,0,0,1
5042,15619238,Allan,176,1,11,8,0,1,1,0,7810,0,0,0,1
5043,15593468,Findlay,459,0,15,3,0,1,1,1,570,0,1,0,0
5044,15718454,Ch'eng,321,0,26,2,0,1,0,0,2227,0,0,0,1
5045,15789498,Miller,171,1,12,3,2459,1,0,0,7053,0,1,0,0
5046,15744691,Tsai,364,0,11,3,0,2,1,0,251,0,1,0,0
5047,15708289,Graham,402,1,7,3,1646,0,0,0,537,0,0,0,1
5048,15790412,Norton,80,1,8,8,0,1,1,1,8995,0,0,0,1
5049,15741416,Yegorov,316,1,24,2,4,0,1,1,3843,0,1,0,0
5050,15598894,Holt,393,1,20,10,3401,0,0,0,7319,0,0,0,1
5051,15663294,Kao,312,1,14,1,3711,0,1,1,2770,0,1,0,0
5052,15572728,Ross,313,1,18,8,3856,0,1,0,7599,0,0,0,1
5053,15706729,Hsiao,271,1,20,0,1979,0,0,1,9004,0,1,0,0
5054,15674433,Allan,245,0,10,2,2803,0,0,0,9575,0,0,1,0
5055,15641170,Liang,249,1,18,4,0,0,0,0,8644,0,0,0,1
5056,15806284,Briggs,348,1,13,1,0,1,1,1,2889,0,0,0,1
5057,15690958,Cantrell,376,1,5,2,4790,0,0,1,1384,0,0,1,0
5058,15606386,Wang,362,0,28,3,2490,2,1,0,7978,1,0,1,0
5059,15682322,Aksenov,323,1,19,9,5333,1,0,1,7592,0,1,0,0
5060,15579915,Glennon,316,1,11,4,0,1,1,0,7020,0,1,0,0
5061,15681928,Yancy,186,0,17,4,2210,0,1,0,5295,0,1,0,0
5062,15734005,Mazzi,242,0,24,1,0,1,1,0,2801,0,1,0,0
5063,15650432,Liu,458,1,23,10,776,0,1,1,9899,0,0,1,0
5064,15592578,Nucci,223,0,23,7,5252,1,0,0,6915,0,0,0,1
5065,15671243,Y?,167,0,29,9,0,1,1,0,5206,0,1,0,0
5066,15775709,Nucci,441,0,9,10,1478,0,1,0,1513,0,1,0,0
5067,15702631,Tang,176,0,8,2,0,1,1,1,3901,0,1,0,0
5068,15602282,Kao,196,0,27,8,4472,0,1,1,6184,1,0,1,0
5069,15717879,Chen,321,0,61,5,2203,0,1,1,8698,0,0,0,1
5070,15740878,Yao,264,0,11,9,0,1,0,1,4282,0,0,0,1
5071,15794468,Tsou,250,0,24,6,0,1,0,0,6071,0,1,0,0
5072,15773277,Barnes,285,1,17,5,2101,1,1,0,4200,0,1,0,0
5073,15572657,H?,81,1,11,8,1753,0,0,1,9076,0,1,0,0
5074,15800295,Cruz,253,1,16,9,2594,1,0,0,7091,0,0,1,0
5075,15672397,Smith,207,1,20,0,3693,0,0,0,7901,0,1,0,0
5076,15684921,Onuchukwu,401,1,7,8,5010,0,1,1,6551,0,0,0,1
5077,15720676,Bukowski,309,0,19,7,0,1,1,0,849,0,1,0,0
5078,15731829,Simmons,225,1,16,10,0,1,1,0,1247,0,1,0,0
5079,15732672,Stewart,352,1,17,6,557,0,1,1,9659,0,0,0,1
5080,15692406,Gow,36,1,19,5,0,1,1,1,6093,0,1,0,0
5081,15764405,Williams,340,1,11,10,0,1,1,1,8110,0,1,0,0
5082,15757537,Francis,219,0,13,6,2173,0,1,1,7084,0,1,0,0
5083,15793307,Calabresi,333,0,23,4,5014,2,0,0,9282,1,0,0,1
5084,15660679,Chimaobim,262,0,20,9,5395,0,1,0,5933,0,0,0,1
5085,15666856,Chikwendu,383,1,31,1,5007,0,1,1,406,0,1,0,0
5086,15687372,Padovesi,156,1,31,8,3339,1,1,0,2264,1,0,1,0
5087,15667289,Henderson,328,1,32,2,0,1,0,0,552,0,0,0,1
5088,15624641,Kharlamova,349,1,25,9,0,0,1,0,9955,1,0,0,1
5089,15734610,Onio,152,1,24,4,980,2,1,0,4296,1,1,0,0
5090,15631882,Yeh,297,1,27,9,1832,0,0,0,6508,0,0,1,0
5091,15642709,Feng,83,0,12,9,0,1,0,0,3128,0,1,0,0
5092,15811026,Norman,114,1,25,5,4593,1,1,0,8547,0,0,1,0
5093,15596303,White,297,0,21,0,0,1,1,0,2608,1,1,0,0
5094,15787255,Manfrin,259,0,37,2,4880,2,1,1,9005,1,0,1,0
5095,15617166,Ritchie,219,1,19,0,0,0,1,0,5733,0,1,0,0
5096,15742442,Udegbulam,314,0,28,5,960,0,0,1,6989,0,0,0,1
5097,15758692,Kao,278,0,11,7,5199,0,0,0,2462,0,1,0,0
5098,15568238,Diaz,259,1,2,8,0,1,1,1,5683,0,0,0,1
5099,15730353,Olisaemeka,159,1,11,9,5157,1,1,0,7408,0,0,1,0
5100,15731555,Ross-Watt,204,0,27,9,2028,0,0,0,9564,1,0,1,0
5101,15582404,Miller,181,0,8,5,0,1,1,0,5985,0,0,0,1
5102,15721462,Shubin,231,0,40,2,0,1,1,1,1627,0,0,0,1
5103,15632899,Nwankwo,271,1,2,9,1913,1,0,0,3620,0,0,0,1
5104,15808526,Cartwright,392,0,40,3,3870,0,1,1,4843,1,0,1,0
5105,15694349,Ngozichukwuka,323,1,26,7,0,0,0,1,349,0,0,0,1
5106,15718465,Sadler,280,1,33,3,1362,0,1,0,8808,1,0,1,0
5107,15682995,Azuka,209,0,14,1,529,0,1,0,3184,0,1,0,0
5108,15584776,Shen,456,0,19,9,2591,0,1,0,5817,0,0,0,1
5109,15777772,Whittaker,259,1,37,9,3165,0,1,1,1470,0,0,0,1
5110,15576156,Abazu,319,0,10,6,0,0,1,0,2369,0,0,0,1
5111,15646756,Murphy,291,0,15,8,421,0,1,1,1603,0,1,0,0
5112,15742886,Ford,251,1,8,1,4692,1,0,1,5879,0,1,0,0
5113,15586135,Gratwick,145,0,10,4,0,0,1,1,6829,0,0,0,1
5114,15616152,Pai,363,0,29,1,6273,0,1,0,1350,0,1,0,0
5115,15721460,Lorenzo,287,1,42,8,6275,0,0,0,9600,1,1,0,0
5116,15727317,Brady,142,0,31,1,1741,2,1,0,3446,1,0,1,0
5117,15649536,Wong,350,1,20,4,3921,0,1,0,2885,0,0,1,0
5118,15754929,Douglas,366,1,13,10,29,1,0,0,9615,0,1,0,0
5119,15572051,Kennedy,330,1,22,3,0,0,1,1,7274,0,1,0,0
5120,15668142,Chang,309,1,19,3,497,1,1,1,8760,0,1,0,0
5121,15701176,Brown,272,1,8,5,4917,0,1,0,18,0,1,0,0
5122,15708422,Hsiung,286,0,17,0,0,1,0,0,3796,0,0,0,1
5123,15655632,MacDonald,264,1,9,2,4220,0,1,0,2418,0,1,0,0
5124,15744606,Davidson,441,1,11,8,1179,0,0,1,529,0,0,0,1
5125,15612140,Milano,330,0,28,7,4681,0,1,1,3375,0,0,0,1
5126,15656086,Bovee,151,1,36,8,2014,0,0,1,7071,1,0,0,1
5127,15655298,Lewis,263,0,36,5,0,1,0,1,2299,0,0,0,1
5128,15644796,Dyer,430,0,20,8,0,1,0,1,6339,1,0,0,1
5129,15726250,Hsia,117,0,20,3,5976,1,0,1,1112,0,1,0,0
5130,15764432,Hicks,197,0,24,2,5916,0,1,0,2374,0,0,1,0
5131,15631721,Millar,300,1,20,9,5909,1,0,1,5185,0,0,1,0
5132,15707479,Fan,273,1,22,7,3707,0,1,0,6127,0,1,0,0
5133,15579826,Young,48,0,48,9,0,0,1,0,3253,0,1,0,0
5134,15668104,Kerr,88,1,19,6,3076,0,0,1,8005,0,0,0,1
5135,15641604,Frolova,459,0,37,10,1471,0,1,0,7800,1,1,0,0
5136,15587240,Vasilyev,127,1,22,4,0,1,0,1,9710,0,1,0,0
5137,15680767,Sabbatini,326,0,46,10,1460,1,1,1,1063,0,0,1,0
5138,15601594,Ifeanacho,307,0,33,6,5086,3,1,0,7852,1,1,0,0
5139,15589969,Capon,459,1,16,6,0,0,0,1,2587,0,1,0,0
5140,15703728,Chieloka,309,1,29,4,0,0,1,0,6111,1,0,0,1
5141,15617790,Hanson,235,0,11,4,2013,1,0,0,2001,0,1,0,0
5142,15662500,Ts'ao,383,1,14,9,0,1,1,0,539,0,0,0,1
5143,15778526,Bradshaw,328,0,30,5,0,1,0,0,3895,0,0,0,1
5144,15670584,Nkemakolam,255,1,13,2,0,0,1,1,8527,1,0,0,1
5145,15748069,Clunie,94,0,7,3,4439,0,1,1,5670,0,1,0,0
5146,15680597,Cover,393,1,20,1,4728,0,1,1,8576,0,0,1,0
5147,15628992,Esposito,459,1,14,2,3978,1,0,0,2670,0,0,1,0
5148,15719624,Hodgson,278,0,20,9,3366,0,1,0,6557,0,1,0,0
5149,15812767,Harvey,340,1,52,3,0,1,1,1,7088,0,0,0,1
5150,15689201,Dobie,330,0,31,1,3213,0,0,1,9184,0,1,0,0
5151,15614716,Okwudilichukwu,124,0,19,0,6338,0,1,1,6663,0,1,0,0
5152,15683618,Dyer,383,0,17,3,3325,0,1,1,1185,0,1,0,0
5153,15799631,Chase,194,1,18,10,0,1,1,1,9028,0,0,0,1
5154,15692259,Baresi,304,0,11,9,0,1,1,0,5597,0,1,0,0
5155,15590966,Lo,338,0,24,4,1410,1,0,0,107,0,0,1,0
5156,15656426,Tyler,322,0,24,3,0,1,0,0,4111,0,1,0,0
5157,15675256,Ts'ui,164,1,15,5,3854,0,0,1,6110,0,0,0,1
5158,15751185,Aparicio,308,0,32,0,5772,0,1,0,9681,0,0,0,1
5159,15789582,Macleod,196,1,37,9,0,0,1,0,3199,0,1,0,0
5160,15651103,Sal,371,0,51,9,6259,0,1,1,9836,0,0,0,1
5161,15672299,Yeh,119,1,26,6,0,1,1,1,8769,0,1,0,0
5162,15772250,Udegbunam,451,1,28,9,0,0,0,0,859,0,0,0,1
5163,15763922,Alexandrov,217,1,13,7,584,1,1,0,3010,0,1,0,0
5164,15633870,Ozioma,459,0,18,10,0,1,1,1,5031,0,1,0,0
5165,15624323,Atkins,251,1,18,4,0,1,1,1,9752,0,1,0,0
5166,15688612,Campos,459,1,15,7,4887,0,0,0,185,0,1,0,0
5167,15694644,Wood,64,0,25,6,0,0,1,1,4048,0,0,0,1
5168,15587174,Kerr,335,1,11,7,0,1,1,1,4586,1,1,0,0
5169,15579559,Chienezie,153,1,12,8,5154,0,1,1,4028,0,0,0,1
5170,15775430,Tsou,260,1,13,7,4690,1,1,0,6512,0,0,1,0
5171,15623695,McKinnon,423,0,13,4,0,1,1,1,7130,0,1,0,0
5172,15760849,Nwachukwu,146,1,21,2,0,1,1,1,6904,0,1,0,0
5173,15813095,Nwebube,162,1,19,2,0,1,1,0,1658,0,1,0,0
5174,15705281,Burt,409,1,20,9,0,0,1,0,3908,0,0,0,1
5175,15812594,Ross,400,1,16,7,0,1,1,0,4849,0,1,0,0
5176,15626322,Lees,308,0,11,9,3875,1,1,0,8238,0,0,0,1
5177,15723105,Feetham,365,0,10,6,0,0,1,1,8224,0,1,0,0
5178,15588449,Chuang,200,0,9,5,2177,0,0,1,8112,1,0,0,1
5179,15794849,Aitken,459,1,4,7,1063,1,0,0,535,0,0,1,0
5180,15620000,Chambers,369,1,16,6,3308,1,1,1,2925,0,0,1,0
5181,15799720,Coburn,178,1,25,8,5844,1,0,1,8919,0,0,0,1
5182,15711287,Ahmed,270,0,17,5,3960,0,1,0,7155,0,0,0,1
5183,15613102,Ogochukwu,279,0,13,2,126,0,1,1,9103,1,1,0,0
5184,15621440,Soto,303,1,20,1,0,1,0,1,7840,0,1,0,0
5185,15677146,Obiajulu,337,0,10,4,4972,1,1,0,1617,0,1,0,0
5186,15801169,Yegorova,373,0,21,9,4722,0,1,0,2456,1,0,1,0
5187,15722425,Lucchese,248,1,14,9,0,1,1,0,5587,0,1,0,0
5188,15682421,Talbot,292,0,12,2,0,1,0,1,5013,1,1,0,0
5189,15691910,Lu,272,1,12,4,0,2,1,0,5069,0,0,0,1
5190,15721779,Arnold,435,1,23,5,5226,1,0,0,9065,0,0,0,1
5191,15579548,Nicholson,344,1,18,5,0,1,1,0,5281,0,0,0,1
5192,15681075,Chukwualuka,291,0,40,1,0,0,1,1,38,0,1,0,0
5193,15607884,Wallace,272,0,21,8,0,1,1,1,5058,0,1,0,0
5194,15767757,Pisano,171,0,11,9,3226,0,1,1,345,0,0,0,1
5195,15791550,Kelly,305,1,9,4,885,1,0,0,9787,0,1,0,0
5196,15658589,Brady,459,1,20,2,1217,0,1,1,8584,0,0,0,1
5197,15670822,Palmer,328,0,4,7,2730,0,1,1,8873,0,1,0,0
5198,15629744,Tan,413,0,53,8,0,1,0,1,7441,0,1,0,0
5199,15660768,L?,213,1,22,1,758,0,0,0,1779,0,1,0,0
5200,15726310,Mordvinova,391,0,9,3,0,1,1,0,7208,0,0,0,1
5201,15641298,Corones,121,1,24,9,1186,1,1,0,743,0,0,1,0
5202,15625675,Clements,178,1,18,1,259,0,1,0,7754,0,1,0,0
5203,15713354,Morrice,206,0,4,6,1690,0,1,0,3490,1,0,1,0
5204,15633866,Hsiung,362,1,12,1,2430,0,1,1,2858,0,0,1,0
5205,15704231,Barrett,39,0,15,8,0,0,1,1,3459,0,1,0,0
5206,15735400,Kanayochukwu,365,1,10,8,6221,0,1,0,4494,0,1,0,0
5207,15632826,Tardent,102,1,20,3,4408,0,1,0,4478,0,1,0,0
5208,15751022,Bowhay,386,0,19,10,3337,1,1,1,3639,0,0,1,0
5209,15664737,Lei,388,0,20,7,0,1,1,1,6960,0,0,0,1
5210,15681126,Baker,311,0,20,2,0,0,1,1,8089,0,0,0,1
5211,15738954,Pisano,160,1,17,7,4065,1,0,0,4348,0,1,0,0
5212,15662263,Castillo,358,1,4,4,1227,1,1,1,2071,0,0,1,0
5213,15621611,Gibson,351,1,37,5,5651,0,0,1,6077,1,0,1,0
5214,15783752,Lindsay,361,1,11,4,4049,0,1,1,5155,0,0,1,0
5215,15709474,Macnamara,349,0,39,3,2644,1,1,1,3229,1,0,1,0
5216,15701280,Romano,185,1,6,3,0,0,0,1,3893,1,1,0,0
5217,15671104,Aksakova,246,1,25,3,6108,0,1,1,5260,0,0,0,1
5218,15796434,Farnsworth,333,1,10,5,1419,0,1,1,4838,0,1,0,0
5219,15781505,Giordano,294,1,2,4,1927,1,1,0,1900,0,1,0,0
5220,15625819,Arnold,234,0,20,7,0,0,1,0,8240,0,1,0,0
5221,15753174,Thompson,180,1,19,9,4794,2,1,0,5228,1,0,1,0
5222,15654067,Koch,193,0,11,4,0,1,1,0,4441,0,0,0,1
5223,15724719,Jones,159,0,4,7,4761,0,1,0,6509,0,1,0,0
5224,15624695,Otitodilinna,271,0,54,7,4852,0,0,1,8971,0,0,0,1
5225,15718216,Fleetwood-Smith,412,1,25,3,0,0,1,0,3564,0,0,0,1
5226,15586300,Chinonyelum,224,1,48,7,0,1,1,1,3690,0,1,0,0
5227,15783349,Montague,90,1,21,1,2470,0,1,1,6219,0,0,0,1
5228,15725767,Milani,310,1,5,3,0,1,1,0,1920,0,1,0,0
5229,15791925,Palermo,360,1,11,10,5290,0,0,1,4766,0,1,0,0
5230,15793585,Anderson,284,1,17,8,0,1,1,1,2788,0,1,0,0
5231,15576641,Crawford,342,1,22,5,3715,1,1,1,2489,0,0,1,0
5232,15749519,Lin,431,1,20,6,3944,2,1,0,452,1,1,0,0
5233,15684960,Yewen,168,0,28,5,0,0,1,0,1037,1,1,0,0
5234,15591286,Simmons,340,0,31,4,934,0,1,1,1655,1,0,1,0
5235,15668323,Mbadiwe,287,0,23,1,5051,0,1,0,9821,1,1,0,0
5236,15608528,Munro,254,0,50,9,0,3,1,1,8806,1,1,0,0
5237,15645184,Graham,310,1,11,2,0,1,1,0,8846,0,1,0,0
5238,15702566,Lombardo,163,1,8,8,5376,0,1,1,8908,0,0,0,1
5239,15660840,Kalinin,332,1,12,3,3576,0,1,0,8100,0,1,0,0
5240,15750811,Woodward,375,1,26,3,2938,0,0,0,9872,0,0,1,0
5241,15733842,Pirozzi,206,0,6,1,1821,0,1,0,2981,0,1,0,0
5242,15581526,Iweobiegbulam,183,1,23,1,0,1,0,0,3493,0,1,0,0
5243,15662751,Piazza,264,0,22,0,662,0,1,1,9931,1,0,1,0
5244,15684319,Baranova,389,0,19,10,1249,0,1,0,6344,1,0,1,0
5245,15702190,Fan,281,1,25,5,0,1,1,1,3196,0,0,0,1
5246,15588517,Sun,326,1,20,7,0,1,1,1,7924,0,1,0,0
5247,15801863,Marino,130,0,14,2,4569,1,1,1,6488,0,1,0,0
5248,15584271,Donaldson,242,1,41,5,0,0,1,1,6885,0,1,0,0
5249,15700366,Burton,278,1,21,3,3151,0,1,1,8566,0,1,0,0
5250,15804038,Quinn,349,1,26,9,0,0,0,1,4840,1,1,0,0
5251,15720820,Sabbatini,71,0,6,9,310,1,0,1,3189,0,0,1,0
5252,15743759,Brooks,228,1,21,5,0,1,1,1,7919,0,1,0,0
5253,15749947,Black,274,0,26,7,0,1,1,1,3307,0,1,0,0
5254,15670496,Schwartz,264,0,9,9,0,1,0,0,5424,0,0,0,1
5255,15746664,Ts'ui,72,1,2,8,6357,0,1,0,6446,0,0,0,1
5256,15745533,Sargent,408,0,45,1,2391,1,1,0,1847,1,1,0,0
5257,15761497,Udinesi,322,0,30,1,5901,0,0,0,7863,1,0,0,1
5258,15628600,Lee,416,0,13,1,4893,2,1,1,9702,0,0,1,0
5259,15627002,Taylor,337,1,20,1,2866,0,1,1,6983,0,1,0,0
5260,15614635,Kepley,191,1,34,2,5474,0,0,1,1994,0,1,0,0
5261,15731281,Ozuluonye,313,0,17,3,5606,1,1,1,1966,0,0,1,0
5262,15814022,Lassetter,323,0,8,9,982,0,1,0,2254,0,1,0,0
5263,15659194,Mishina,237,1,12,8,955,0,1,1,656,0,1,0,0
5264,15745030,Trevisano,418,1,23,1,571,1,1,0,8272,0,0,1,0
5265,15691817,Iloerika,156,0,26,5,0,2,0,0,281,1,0,0,1
5266,15707488,Tan,169,0,9,5,0,1,1,0,6625,0,1,0,0
